name,theme,product_code,ageRange,pieceCount,price,minifigureCount,buildHeight,buildWidth,buildDepth,url,date
Lichtschwert-Gelschreiber – Schwarz,Star Wars™,5008816,6+,,3.99,,,,,/de-de/product/lightsaber-gel-pen-black-5008816,2025-10-07
Kylo Ren™ Helm,Star Wars™,75415,18+,529.0,69.99,,,,,/de-de/product/kylo-ren-helmet-75415,2025-10-07
Todestruppler & Nachttruppler Battle Pack,Star Wars™,75412,6+,119.0,19.99,,,,,/de-de/product/death-trooper-night-trooper-battle-pack-75412,2025-10-07
The Force Burner Snowspeeder™,Star Wars™,75414,7+,349.0,49.99,,,,,/de-de/product/the-force-burner-snowspeeder-75414,2025-10-07
Darth Mauls Sith Infiltrator™,Star Wars™,75383,9+,640.0,69.99,,,,,/de-de/product/darth-mauls-sith-infiltrator-75383,2025-10-07
Supersternzerstörer Executor™,Star Wars™,75356,18+,630.0,69.99,,,,,/de-de/product/executor-super-star-destroyer-75356,2025-10-07
Dunkler Millennium Falke,Star Wars™,75389,10+,1579.0,179.99,,,,,/de-de/product/the-dark-falcon-75389,2025-10-07
Millennium Falke,Star Wars™,75375,18+,921.0,84.99,,,,,/de-de/product/millennium-falcon-75375,2025-10-07
501st Clone Troopers™ Battle Pack,Star Wars™,75345,6+,119.0,19.99,,,,,/de-de/product/501st-clone-troopers-battle-pack-75345,2025-10-07
Invisible Hand™,Star Wars™,75377,18+,557.0,52.99,,,,,/de-de/product/invisible-hand-75377,2025-10-07
Lichtschwert-Gelschreiber – Himmelblau,Star Wars™,5007784,6+,,3.99,,,,,/de-de/product/lightsaber-gel-pen-azure-5007784,2025-10-07
C-3PO™ Schlüsselanhänger,Star Wars™,854313,6+,,5.99,,,,,/de-de/product/c-3po-key-chain-854313,2025-10-07
Grogu™ in seiner Repulsorwiege,Star Wars™,75403,10+,1048.0,99.99,,,,,/de-de/product/grogu-with-hover-pram-75403,2025-10-07
Sicherheitsdroide K-2SO™,Star Wars™,75434,10+,845.0,89.99,,,,,/de-de/product/k-2so-security-droid-75434,2025-10-07
Jango Fett™ Helm,Star Wars™,75408,18+,616.0,79.99,,,,,/de-de/product/jango-fett-helmet-75408,2025-10-07
Kampfdroide mit STAP,Star Wars™,75428,12+,1088.0,129.99,,,,,/de-de/product/battle-droid-with-stap-75428,2025-10-07
Ahsoka Tanos T-6 Jedi Shuttle,Star Wars™,75362,9+,601.0,74.99,,,,,/de-de/product/ahsoka-tanos-t-6-jedi-shuttle-75362,2025-10-07
Kylo Rens Kommandoshuttle,Star Wars™,75406,18+,386.0,69.99,,,,,/de-de/product/kylo-rens-command-shuttle-75406,2025-10-07
TIE Bomber™,Star Wars™,75347,9+,625.0,64.99,,,,,/de-de/product/tie-bomber-75347,2025-10-07
Wüsten-Skiff und Sarlacc-Grube,Star Wars™,75396,9+,558.0,79.99,,,,,/de-de/product/desert-skiff-sarlacc-pit-75396,2025-10-07
Podrennen in Mos Espa – Diorama,Star Wars™,75380,18+,718.0,79.99,,,,,/de-de/product/mos-espa-podrace-diorama-75380,2025-10-07
Duell zwischen Paz Vizsla™ und Moff Gideon™,Star Wars™,75386,7+,289.0,39.99,,,,,/de-de/product/paz-vizsla-and-moff-gideon-battle-75386,2025-10-07
Der N-1 Starfighter des Mandalorianers,Star Wars™,75325,9+,412.0,64.99,,,,,/de-de/product/the-mandalorians-n-1-starfighter-75325,2025-10-07
Flucht mit dem BARC Speeder™,Star Wars™,75378,8+,221.0,29.99,,,,,/de-de/product/barc-speeder-escape-75378,2025-10-07
R2-D2™,Star Wars™,75379,10+,1050.0,99.99,,,,,/de-de/product/r2-d2-75379,2025-10-07
Hinterhalt auf Mandalore™ Battle Pack,Star Wars™,75373,6+,109.0,21.99,,,,,/de-de/product/ambush-on-mandalore-battle-pack-75373,2025-10-07
Captain Rex™ Y-Wing™ Microfighter,Star Wars™,75391,6+,99.0,12.99,,,,,/de-de/product/captain-rex-y-wing-microfighter-75391,2025-10-07
Lichtschwert-Gelschreiber – Rot,Star Wars™,5007767,6+,,3.99,,,,,/de-de/product/lightsaber-gel-pen-red-5007767,2025-10-07
Darth Vader™ Schlüsselanhänger,Star Wars™,854236,6+,,5.99,,,,,/de-de/product/darth-vader-keyring-854236,2025-10-07
Assault Ship™ der Acclamator-Klasse,Star Wars™,75404,18+,450.0,49.99,,,,,/de-de/product/acclamator-class-assault-ship-75404,2025-10-07
Captain Rex™ Helm,Star Wars™,75349,18+,854.0,69.99,,,,,/de-de/product/captain-rex-helmet-75349,2025-10-07
ARC-170 Starfighter™,Star Wars™,75402,9+,497.0,69.99,,,,,/de-de/product/arc-170-starfighter-75402,2025-10-07
Tantive IV™,Star Wars™,75376,18+,654.0,79.99,,,,,/de-de/product/tantive-iv-75376,2025-10-07
AT-TE™ Walker,Star Wars™,75337,9+,1082.0,139.99,,,,,/de-de/product/at-te-walker-75337,2025-10-07
Plo Koons Jedi Starfighter™ Microfighter,Star Wars™,75400,6+,89.0,14.99,,,,,/de-de/product/plo-koons-jedi-starfighter-microfighter-75400,2025-10-07
Darth Maul™ Mech,Star Wars™,75411,6+,143.0,14.99,,,,,/de-de/product/darth-maul-mech-75411,2025-10-07
Mandalorianer Helm,Star Wars™,75328,18+,584.0,69.99,,,,,/de-de/product/the-mandalorian-helmet-75328,2025-10-07
Jedi Bobs Sternjäger,Star Wars™,75388,8+,305.0,39.99,,,,,/de-de/product/jedi-bobs-starfighter-75388,2025-10-07
Ahsokas Jedi Interceptor™,Star Wars™,75401,8+,290.0,44.99,,,,,/de-de/product/ahsokas-jedi-interceptor-75401,2025-10-07
Das Entern der Tantive IV™,Star Wars™,75387,8+,502.0,54.99,,,,,/de-de/product/boarding-the-tantive-iv-75387,2025-10-07
LICHTSCHWERT-Gelschreiber – 10er-Pack,Star Wars™,5008302,6+,,29.99,,,,,/de-de/product/lightsaber-gel-pens-10-pack-5008302,2025-10-07
Lichtschwert-Gelschreiber – Lavendel,Star Wars™,5007768,6+,,3.99,,,,,/de-de/product/lightsaber-gel-pen-lavender-5007768,2025-10-07
Mashup aus TIE Fighter & X-Wing,Star Wars™,75393,9+,1063.0,109.99,,,,,/de-de/product/tie-fighter-x-wing-mash-up-75393,2025-10-07
The Force of Creativity – Standard Edition,Star Wars™,5009141,18+,,69.99,,,,,/de-de/product/the-force-of-creativity-standard-edition-5009141,2025-10-07
Luke Skywalker™ Schlüsselanhänger,Star Wars™,854288,6+,,5.99,,,,,/de-de/product/luke-skywalker-pilot-key-chain-854288,2025-10-07
Ghost & Phantom II,Star Wars™,75357,10+,1394.0,169.99,,,,,/de-de/product/ghost-phantom-ii-75357,2025-10-07
C-3PO™,Star Wars™,75398,18+,1138.0,139.99,,,,,/de-de/product/c-3po-75398,2025-10-07
Home One Starcruiser,Star Wars™,75405,18+,559.0,69.99,,,,,/de-de/product/home-one-starcruiser-75405,2025-10-07
Clone Trooper™ & Battle Droid™ Battle Pack,Star Wars™,75372,7+,215.0,29.99,,,,,/de-de/product/clone-trooper-battle-droid-battle-pack-75372,2025-10-07
Rebel U-Wing Starfighter™,Star Wars™,75399,8+,594.0,69.99,,,,,/de-de/product/rebel-u-wing-starfighter-75399,2025-10-07
Lichtschwert-Gelschreiber – Grün,Star Wars™,5007769,6+,,3.99,,,,,/de-de/product/lightsaber-gel-pen-green-5007769,2025-10-07
Obi-Wan Kenobis Jedi Starfighter™,Star Wars™,75333,7+,282.0,34.99,,,,,/de-de/product/obi-wan-kenobis-jedi-starfighter-75333,2025-10-07
Kreativer Droidenbauer,Star Wars™,75392,9+,1186.0,99.99,,,,,/de-de/product/creative-play-droid-builder-75392,2025-10-07
R2-D2™ Schlüsselanhänger,Star Wars™,854312,6+,,5.99,,,,,/de-de/product/r2-d2-key-chain-854312,2025-10-07
Der Crimson Firehawk™,Star Wars™,75384,4+,136.0,52.99,,,,,/de-de/product/the-crimson-firehawk-75384,2025-10-07
LEGO® Star Wars™ Yoda™ Schlüsselanhänger,Star Wars™,853449,6+,,5.99,,,,,/de-de/product/lego-istar-warsi-yoda-keyring-853449,2025-10-07
Darth Vader™ Helm,Star Wars™,75304,18+,834.0,79.99,,,,,/de-de/product/darth-vader-helmet-75304,2025-10-07
Grogu™ Schlüsselanhänger,Star Wars™,854187,6+,,5.99,,,,,/de-de/product/grogu-keyring-854187,2025-10-07
Astromech-Droide Chopper (C1-10P)™,Star Wars™,75416,10+,1039.0,109.99,,,,,/de-de/product/chopper-c1-10p-astromech-droid-75416,2025-10-07
Sturmtruppler-Notizbuch,Star Wars™,5007226,6+,,9.99,,,,,/de-de/product/stormtrooper-notebook-5007226,2025-10-07
Die Onyx Cinder,Star Wars™,75374,10+,1325.0,139.99,,,,,/de-de/product/the-onyx-cinder-75374,2025-10-07
Schlüsselanhänger mit dem Mandalorianer,Star Wars™,854124,6+,,5.99,,,,,/de-de/product/the-mandalorian-keyring-854124,2025-10-07
Chewbacca™ Weihnachtsplüschfigur,Star Wars™,5007464,4+,,35.99,,,,,/de-de/product/chewbacca-holiday-plush-5007464,2025-10-07
Ahsoka Tano™ Schlüsselanhänger,Star Wars™,854186,6+,,5.99,,,,,/de-de/product/ahsoka-tano-key-chain-854186,2025-10-07
Sturmtruppler-Weihnachtsplüschfigur,Star Wars™,5007463,4+,,35.99,,,,,/de-de/product/stormtrooper-holiday-plush-5007463,2025-10-07
Mandos und Grogus N-1 Starfighter™,Star Wars™,75410,4+,92.0,29.99,,,,,/de-de/product/mando-and-grogus-n-1-starfighter-75410,2025-10-07
Yoda™ Plüschfigur,Star Wars™,5006623,6+,,29.99,,,,,/de-de/product/yoda-plush-5006623,2025-10-07
Darth-Vader™-Taschenanhänger,Star Wars™,5005819,6+,,7.99,,,,,/de-de/product/darth-vader-bag-tag-5005819,2025-10-07
Yoda™ Notizbuch,Star Wars™,5007593,6+,,9.99,,,,,/de-de/product/yoda-notebook-5007593,2025-10-07
Darth-Vader™ Taschenanhänger,Star Wars™,5006267,6+,,6.99,,,,,/de-de/product/darth-vader-bag-tag-5006267,2025-10-07
Ewok Plüschfigur,Star Wars™,5007460,4+,,35.99,,,,,/de-de/product/ewok-plush-5007460,2025-10-07
Yoda™ Weihnachtsplüschfigur,Star Wars™,5007461,4+,,35.99,,,,,/de-de/product/yoda-holiday-plush-5007461,2025-10-07
Boba-Fett™-Taschenanhänger,Star Wars™,5005818,6+,,7.99,,,,,/de-de/product/boba-fett-bag-tag-5005818,2025-10-07
Stormtrooper™-Schlüsselanhänger,Star Wars™,853946,6+,,5.99,,,,,/de-de/product/stormtrooper-keyring-853946,2025-10-07
Boba Fett™ Notizbuch,Star Wars™,5007227,6+,,9.99,,,,,/de-de/product/boba-fett-notebook-5007227,2025-10-07
Imperator Palpatine™ Schlüsselanhänger,Star Wars™,854289,6+,,5.99,,,,,/de-de/product/emperor-palpatine-key-chain-854289,2025-10-07
Mandalorianer-Schlüsselleuchte,Star Wars™,5007612,6+,,11.99,,,,,/de-de/product/the-mandalorian-key-light-5007612,2025-10-07
Grogu™ Schlüsselleuchte,Star Wars™,5008817,6+,,15.99,,,,,/de-de/product/grogu-key-light-5008817,2025-10-07
Mandalorianer-Taschenanhänger,Star Wars™,5007138,6+,,6.99,,,,,/de-de/product/the-mandalorian-bag-tag-5007138,2025-10-07
Sturmtruppler-Schlüsselleuchte,Star Wars™,5007291,6+,,14.99,,,,,/de-de/product/stormtrooper-key-light-5007291,2025-10-07
Grogu-Taschenanhänger,Star Wars™,5006855,6+,,7.99,,,,,/de-de/product/grogu-bag-tag-5006855,2025-10-07
Chewbacca™ Plüschfigur,Star Wars™,5006624,4+,,26.99,,,,,/de-de/product/chewbacca-plush-5006624,2025-10-07
Luke Skywalkers™ X-Wing™ Mech,Star Wars™,75390,6+,195.0,15.99,,,,,/de-de/product/luke-skywalker-x-wing-mech-75390,2025-10-07
Scout Trooper™ Schlüsselanhänger,Star Wars™,854246,6+,,5.99,,,,,/de-de/product/scout-trooper-keyring-854246,2025-10-07
Sturmtruppler-Plüschfigur,Sonstiges,5007137,6+,,26.99,,,,,/de-de/product/stormtrooper-plush-5007137,2025-10-07
Droideka™,Star Wars™,75381,18+,583.0,64.99,,,,,/de-de/product/droideka-75381,2025-10-07
R2-D2™ Plüschfigur,Star Wars™,5007459,4+,,35.99,,,,,/de-de/product/r2-d2-plush-5007459,2025-10-07
Darth Vader™ Plüschfigur,Sonstiges,5007136,6+,,26.99,,,,,/de-de/product/darth-vader-plush-5007136,2025-10-07
Fennec Shand™ Schlüsselanhänger,Star Wars™,854245,6+,,5.99,,,,,/de-de/product/fennec-shand-keyring-854245,2025-10-07
"Lexikon der Figuren, Raumschiffe und Dro",Star Wars™,5007644,7+,,22.95,,,,,/de-de/product/lexikon-der-figuren-raumschiffe-und-droiden-5007644,2025-10-07
Raumschiffe und Fahrzeuge,Star Wars™,5007625,6+,,14.95,,,,,/de-de/product/raumschiffe-und-fahrzeuge-5007625,2025-10-07
Taschenanhänger mit dem Mandalorianer und dem Kind,Star Wars™,5006367,6+,,7.99,,,,,/de-de/product/the-mandalorian-with-grogu-bag-tag-5006367,2025-10-07
Darth Vader™ Weihnachtsplüschfigur,Star Wars™,5007462,4+,,35.99,,,,,/de-de/product/darth-vader-holiday-plush-5007462,2025-10-07
Chewbacca™ Schlüsselleuchte,Star Wars™,5009414,6+,,14.99,,,,,/de-de/product/chewbacca-key-light-5009414,2025-10-07
Sturmtruppler-Taschenanhänger,Star Wars™,5005825,6+,,7.99,,,,,/de-de/product/stormtrooper-bag-tag-5005825,2025-10-07
Awesome Vehicles,Star Wars™,5007613,6+,,14.99,,,,,/de-de/product/awesome-vehicles-5007613,2025-10-07
Darth Vader™ Schlüsselleuchte,Star Wars™,5007290,6+,,14.99,,,,,/de-de/product/darth-vader-key-light-5007290,2025-10-07
Taschenanhänger mit dem Kind,Star Wars™,5006368,6+,,7.99,,,,,/de-de/product/the-child-bag-tag-5006368,2025-10-07
Tenoo Jedi Temple™,Star Wars™,75358,4+,124.0,42.99,,,,,/de-de/product/tenoo-jedi-temple-75358,2025-10-07
Game Boy™,LEGO® Super Mario™,72046,18+,421.0,59.99,,,,,/de-de/product/game-boy-72046,2025-10-07
Mario Kart™: Mario & Standard-Kart,LEGO® Super Mario™,72037,18+,1972.0,169.99,,22.0,19.0,32.0,/de-de/product/mario-kart-mario-standard-kart-72037,2025-10-07
Mario Kart™ – Donkey Kong & DK Jumbo,LEGO® Super Mario™,72033,8+,387.0,34.99,,,,,/de-de/product/mario-kart-donkey-kong-dk-jumbo-72033,2025-10-07
Piranha-Pflanze,LEGO® Super Mario™,71426,18+,540.0,64.99,,,,,/de-de/product/piranha-plant-71426,2025-10-07
Mario Kart™ – Interaktiver LEGO® Mario™ & Standard-Kart,LEGO® Super Mario™,72043,7+,278.0,49.99,,,,,/de-de/product/mario-kart-interactive-lego-mario-standard-kart-72043,2025-10-07
Super Mario World™: Mario & Yoshi,LEGO® Super Mario™,71438,18+,1215.0,129.99,,,,,/de-de/product/super-mario-world-mario-yoshi-71438,2025-10-07
Mario Kart™ – Shy Guy & Flügel-Raser,LEGO® Super Mario™,72045,7+,249.0,19.99,,,,,/de-de/product/mario-kart-shy-guy-p-wing-72045,2025-10-07
Mario Kart™ – Power-Up-Jagd mit Piranha-Pflanzen,LEGO® Super Mario™,72044,8+,588.0,49.99,,,,,/de-de/product/mario-kart-piranha-plant-power-up-pursuit-72044,2025-10-07
Mario Kart™ – Yoshi–Bike,LEGO® Super Mario™,72031,7+,133.0,14.99,,,,,/de-de/product/mario-kart-yoshi-bike-72031,2025-10-07
Party beim Toad-Haus,LEGO® Super Mario™,72041,7+,276.0,29.99,,,,,/de-de/product/party-at-toads-house-72041,2025-10-07
Kapitän Toad-Camp,LEGO® Super Mario™,72040,6+,159.0,14.99,,,,,/de-de/product/captain-toads-camp-72040,2025-10-07
Mario Kart™ – Standard–Kart,LEGO® Super Mario™,72032,7+,174.0,19.99,,,,,/de-de/product/mario-kart-standard-kart-72032,2025-10-07
Limonadendschungel-Design-Set,LEGO® Super Mario™,71434,7+,598.0,54.99,,,,,/de-de/product/soda-jungle-maker-set-71434,2025-10-07
Prinz Florian & Schloss-Bowser,LEGO® Super Mario™,72042,9+,1251.0,99.99,,,,,/de-de/product/prince-florian-castle-bowser-72042,2025-10-07
Mario Kart™ – Baby Mario vs. Baby Luigi,LEGO® Super Mario™,72034,8+,321.0,29.99,,,,,/de-de/product/mario-kart-baby-mario-vs-baby-luigi-72034,2025-10-07
Mario Kart™ – Wario & König Buu Huu,LEGO® Super Mario™,72038,8+,512.0,49.99,,,,,/de-de/product/mario-kart-wario-king-boo-72038,2025-10-07
Der mächtige Bowser,LEGO® Super Mario™,71411,18+,2807.0,269.99,,,,,/de-de/product/the-mighty-bowser-71411,2025-10-07
Abenteuer mit dem interaktiven LEGO® Luigi™,LEGO® Super Mario™,71440,6+,210.0,49.99,,,,,/de-de/product/adventures-with-interactive-lego-luigi-71440,2025-10-07
Abenteuer mit dem interaktiven LEGO® Mario™,LEGO® Super Mario™,71439,6+,218.0,49.99,,,,,/de-de/product/adventures-with-interactive-lego-mario-71439,2025-10-07
Mario Kart™ – Bowsers Festung,LEGO® Super Mario™,72039,9+,1068.0,99.99,,,,,/de-de/product/mario-kart-bowsers-castle-72039,2025-10-07
Der Bowser-Schnellzug,LEGO® Super Mario™,71437,9+,1392.0,119.99,,,,,/de-de/product/the-bowser-express-train-71437,2025-10-07
Abenteuer mit der interaktiven LEGO® Peach™,LEGO® Super Mario™,71441,6+,208.0,49.99,,,,,/de-de/product/adventures-with-interactive-lego-peach-71441,2025-10-07
Showdown mit Roy im Pilz-Palast,LEGO® Super Mario™,71435,7+,738.0,64.99,,,,,/de-de/product/battle-with-roy-at-peachs-castle-71435,2025-10-07
Mario Kart™ – Baby Peach & Grand Prix–Set,LEGO® Super Mario™,72036,8+,823.0,79.99,,,,,/de-de/product/mario-kart-baby-peach-grand-prix-set-72036,2025-10-07
Mario Kart™ – Toads Werkstatt,LEGO® Super Mario™,72035,8+,390.0,39.99,,,,,/de-de/product/mario-kart-toads-garage-72035,2025-10-07
König Buu Huus Spukhaus,LEGO® Super Mario™,71436,8+,932.0,74.99,,,,,/de-de/product/king-boos-haunted-mansion-71436,2025-10-07
Diddy Kongs Lorenritt – Erweiterungsset,LEGO® Super Mario™,71425,8+,1157.0,104.99,,,,,/de-de/product/diddy-kongs-mine-cart-ride-expansion-set-71425,2025-10-07
Picknick bei Mario – Erweiterungsset,LEGO® Super Mario™,71422,6+,259.0,37.99,,,,,/de-de/product/picnic-at-marios-house-expansion-set-71422,2025-10-07
Pilz-Palast – Erweiterungsset,LEGO® Super Mario™,71408,8+,1216.0,129.99,,,,,/de-de/product/peachs-castle-expansion-set-71408,2025-10-07
Das kreative Paket,LEGO® Super Mario™,5007061,10+,,129.97,,,,,/de-de/product/the-creative-bundle-5007061,2025-10-07
Volvo EC500 Hybrid Bagger,Technic,42215,18+,2359.0,399.99,,,,,/de-de/product/volvo-ec500-hybrid-excavator-42215,2025-10-07
Oracle Red Bull Racing RB20 F1 Rennauto,Technic,42206,18+,1639.0,229.99,,14.0,24.0,63.0,/de-de/product/oracle-red-bull-racing-rb20-f1-car-42206,2025-10-07
2 Fast 2 Furious Nissan Skyline GT-R (R34) Flitzer,Technic,42210,18+,1410.0,139.99,,,,,/de-de/product/2-fast-2-furious-nissan-skyline-gt-r-r34-car-42210,2025-10-07
Ferrari SF-24 F1 Rennauto,Technic,42207,18+,1361.0,229.99,,13.0,24.0,61.0,/de-de/product/ferrari-sf-24-f1-car-42207,2025-10-07
Sonne Erde Mond Modell,Technic,42179,10+,526.0,79.99,,,,,/de-de/product/planet-earth-and-moon-in-orbit-42179,2025-10-07
Volvo L120 Electric Radlader,Technic,42209,9+,973.0,99.99,,,,,/de-de/product/volvo-l120-electric-wheel-loader-42209,2025-10-07
Mercedes-Benz G 500 PROFESSIONAL Line,Technic,42177,18+,2891.0,249.99,,,,,/de-de/product/mercedes-benz-g-500-professional-line-42177,2025-10-07
McLaren P1™,Technic,42172,18+,3893.0,449.99,,14.0,25.0,59.0,/de-de/product/mclaren-p1-42172,2025-10-07
Ducati Panigale V4 S Motorrad,Technic,42202,18+,1603.0,199.99,,,,,/de-de/product/ducati-panigale-v4-s-motorcycle-42202,2025-10-07
Mercedes-AMG F1 W14 E Performance,Technic,42171,18+,1643.0,219.99,,,,,/de-de/product/mercedes-amg-f1-w14-e-performance-42171,2025-10-07
Lamborghini Sián FKP 37,Technic,42115,18+,3696.0,449.99,,,,,/de-de/product/lamborghini-sian-fkp-37-42115,2025-10-07
Ferrari FXX K,Technic,42212,10+,897.0,59.99,,,,,/de-de/product/ferrari-fxx-k-42212,2025-10-07
Volvo FMX LKW mit EC230 Electric Raupenbagger,Technic,42175,10+,2274.0,199.99,,,,,/de-de/product/volvo-fmx-truck-ec230-electric-excavator-42175,2025-10-07
McLaren Formel 1™ Rennwagen,Technic,42141,18+,1434.0,199.99,,,,,/de-de/product/mclaren-formula-1-race-car-42141,2025-10-07
Fast and Furious Toyota Supra MK4,Technic,42204,9+,810.0,59.99,,,,,/de-de/product/fast-and-furious-toyota-supra-mk4-42204,2025-10-07
Ferrari Daytona SP3,Technic,42143,18+,3778.0,449.99,,14.0,25.0,59.0,/de-de/product/ferrari-daytona-sp3-42143,2025-10-07
Mercedes-AMG F1 W14 E Performance Pull-Back,Technic,42165,7+,240.0,26.99,,,,,/de-de/product/mercedes-amg-f1-w14-e-performance-pull-back-42165,2025-10-07
John Deere 9700 Forage Harvester,Technic,42168,9+,559.0,42.99,,,,,/de-de/product/john-deere-9700-forage-harvester-42168,2025-10-07
BMW M 1000 RR,Technic,42130,18+,1921.0,249.99,,27.0,17.0,45.0,/de-de/product/bmw-m-1000-rr-42130,2025-10-07
Schwerlast Bulldozer,Technic,42163,7+,195.0,9.99,,,,,/de-de/product/heavy-duty-bulldozer-42163,2025-10-07
Kipplaster,Technic,42203,9+,462.0,49.99,,,,,/de-de/product/tipping-dump-truck-42203,2025-10-07
Baggerlader,Technic,42197,7+,104.0,9.99,,,,,/de-de/product/backhoe-loader-42197,2025-10-07
Ford GT 2022,Technic,42154,18+,1468.0,119.99,,,,,/de-de/product/2022-ford-gt-42154,2025-10-07
PEUGEOT 9X8 24H Le Mans Hybrid Hypercar,Technic,42156,18+,1775.0,199.99,,,,,/de-de/product/peugeot-9x8-24h-le-mans-hybrid-hypercar-42156,2025-10-07
Yamaha MT-10 SP,Technic,42159,18+,1478.0,229.99,,,,,/de-de/product/yamaha-mt-10-sp-42159,2025-10-07
Emirates Team New Zealand AC75 Rennjacht,Technic,42174,18+,962.0,119.99,,,,,/de-de/product/emirates-team-new-zealand-ac75-yacht-42174,2025-10-07
Chevrolet Corvette Stingray,Technic,42205,9+,732.0,59.99,,,,,/de-de/product/chevrolet-corvette-stingray-42205,2025-10-07
Mars Exploration Rover,Technic,42180,11+,1599.0,149.99,,,,,/de-de/product/mars-crew-exploration-rover-42180,2025-10-07
Lamborghini Revuelto Supersportwagen,Technic,42214,10+,1135.0,179.99,,,,,/de-de/product/lamborghini-revuelto-super-sports-car-42214,2025-10-07
Ford Bronco® Offroader,Technic,42213,9+,943.0,59.99,,,,,/de-de/product/ford-bronco-suv-42213,2025-10-07
Koenigsegg Jesko Absolut Supersportwagen in Grau,Technic,42173,10+,801.0,52.99,,,,,/de-de/product/koenigsegg-jesko-absolut-grey-hypercar-42173,2025-10-07
Propellerflugzeug,Technic,42198,8+,333.0,27.99,,,,,/de-de/product/bush-plane-42198,2025-10-07
Kawasaki Ninja H2R Motorrad,Technic,42170,10+,643.0,79.99,,,,,/de-de/product/kawasaki-ninja-h2r-motorcycle-42170,2025-10-07
Mack® LR Electric Müllwagen,Technic,42167,8+,503.0,34.99,,,,,/de-de/product/mack-lr-electric-garbage-truck-42167,2025-10-07
Lunar Outpost™ Mondrover-Raumfahrzeug,Technic,42211,10+,1082.0,99.99,,,,,/de-de/product/lunar-outpost-moon-rover-space-vehicle-42211,2025-10-07
Lamborghini Huracán Tecnica Orange,Technic,42196,9+,806.0,52.99,,,,,/de-de/product/lamborghini-huracan-tecnica-orange-42196,2025-10-07
Porsche GT4 e-Performance Rennwagen,Technic,42176,10+,836.0,169.99,,,,,/de-de/product/porsche-gt4-e-performance-race-car-42176,2025-10-07
Koenigsegg Jesko Absolut Supersportwagen in Weiß,Technic,42184,10+,801.0,52.99,,,,,/de-de/product/koenigsegg-jesko-absolut-white-hypercar-42184,2025-10-07
Chevrolet Corvette Stingray in Blau,Technic,42217,9+,732.0,59.99,,,,,/de-de/product/chevrolet-corvette-stingray-blue-42217,2025-10-07
Offroad Rennbuggy,Technic,42164,8+,219.0,15.99,,,,,/de-de/product/off-road-race-buggy-42164,2025-10-07
Tiefseeforscher U-Boot,Technic,42201,9+,413.0,39.99,,,,,/de-de/product/deep-sea-research-submarine-42201,2025-10-07
Aston Martin Valkyrie,Technic,42208,9+,707.0,59.99,,,,,/de-de/product/aston-martin-valkyrie-42208,2025-10-07
VTOL Schwerlastraumfrachter LT81,Technic,42181,10+,1365.0,99.99,,,,,/de-de/product/vtol-heavy-cargo-spaceship-lt81-42181,2025-10-07
Monster Jam™ ThunderROARus™,Technic,42200,7+,232.0,27.99,,,,,/de-de/product/monster-jam-thunderroarus-pull-back-42200,2025-10-07
Bugatti-Bolide,Technic,42151,9+,905.0,49.99,,,,,/de-de/product/bugatti-bolide-42151,2025-10-07
Lamborghini Huracán Tecnica,Technic,42161,9+,806.0,52.99,,,,,/de-de/product/lamborghini-huracan-tecnica-42161,2025-10-07
NEOM McLaren Extreme E Race Car,Technic,42166,7+,252.0,26.99,,,,,/de-de/product/neom-mclaren-extreme-e-race-car-42166,2025-10-07
NASA Mars Rover Perseverance,Technic,42158,10+,1132.0,94.99,,,,,/de-de/product/nasa-mars-rover-perseverance-42158,2025-10-07
Weltraum Transportfahrzeug LT78,Technic,42178,8+,435.0,34.99,,,,,/de-de/product/surface-space-loader-lt78-42178,2025-10-07
NEOM McLaren Formula E Race Car,Technic,42169,9+,452.0,52.99,,,,,/de-de/product/neom-mclaren-formula-e-race-car-42169,2025-10-07
Monster Jam™ DIGatron™,Technic,42199,7+,218.0,27.99,,,,,/de-de/product/monster-jam-digatron-pull-back-42199,2025-10-07
Spinnen-Kran,Technic,42097,10+,920.0,87.72,,,,,/de-de/product/compact-crawler-crane-42097,2025-10-07
NASA Apollo Lunar Roving Vehicle (LRV),Technic,42182,18+,1913.0,219.99,,,,,/de-de/product/nasa-apollo-lunar-roving-vehicle-lrv-42182,2025-10-07
4x4 Mercedes-Benz Zetros Offroad-Truck,Technic,42129,12+,2110.0,329.99,,21.0,19.0,48.0,/de-de/product/4x4-mercedes-benz-zetros-trial-truck-42129,2025-10-07
Ferrari Daytona SP3 The Sense of Perfection,Technic,5007627,6+,,59.99,,,,,/de-de/product/ferrari-daytona-sp3-the-sense-of-perfection-book-5007627,2025-10-07
Deku-Baum 2-in-1,LEGO® The Legend of Zelda™,77092,18+,2500.0,299.99,4.0,,,,/de-de/product/great-deku-tree-2-in-1-77092,2025-10-07
Morticias Landhaus,LEGO® Wednesday Sets,76786,10+,1002.0,99.99,,,,,/de-de/product/morticias-cottage-76786,2025-10-07
Die Wohnung des Eiskalten Händchens,LEGO® Wednesday Sets,76785,10+,828.0,79.99,,,,,/de-de/product/things-apartment-76785,2025-10-07
Wednesdays und Enids Zimmer im Studentenwohnheim,LEGO® Wednesday Sets,76781,10+,750.0,89.99,,23.0,25.0,13.0,/de-de/product/wednesday-enids-dorm-room-76781,2025-10-07
